period,None,D0,D1,D2,D3,D4
2017-04-11,100.00,0.00,0.00,0.00,0.00,0.00
2017-04-18,100.00,0.00,0.00,0.00,0.00,0.00
2017-04-25,100.00,0.00,0.00,0.00,0.00,0.00
2017-05-02,100.00,0.00,0.00,0.00,0.00,0.00
2017-05-09,100.00,0.00,0.00,0.00,0.00,0.00
2017-05-16,0.00,100.00,0.00,0.00,0.00,0.00
2017-05-23,51.41,48.59,0.00,0.00,0.00,0.00
2017-05-30,51.41,48.59,0.00,0.00,0.00,0.00
2017-06-06,100.00,0.00,0.00,0.00,0.00,0.00
2017-06-13,100.00,0.00,0.00,0.00,0.00,0.00
2017-06-20,100.00,0.00,0.00,0.00,0.00,0.00
2017-06-27,100.00,0.00,0.00,0.00,0.00,0.00
2017-07-04,100.00,0.00,0.00,0.00,0.00,0.00
2017-07-11,100.00,0.00,0.00,0.00,0.00,0.00
2017-07-18,100.00,0.00,0.00,0.00,0.00,0.00
2017-07-25,100.00,0.00,0.00,0.00,0.00,0.00
2017-08-01,0.00,100.00,0.00,0.00,0.00,0.00
2017-08-08,74.42,25.58,0.00,0.00,0.00,0.00
2017-08-15,76.45,23.55,0.00,0.00,0.00,0.00
2017-08-22,42.08,57.92,0.00,0.00,0.00,0.00
2017-08-29,100.00,0.00,0.00,0.00,0.00,0.00
2017-09-05,100.00,0.00,0.00,0.00,0.00,0.00
2017-09-12,100.00,0.00,0.00,0.00,0.00,0.00
2017-09-19,100.00,0.00,0.00,0.00,0.00,0.00
2017-09-26,100.00,0.00,0.00,0.00,0.00,0.00
2017-10-03,100.00,0.00,0.00,0.00,0.00,0.00
2017-10-10,100.00,0.00,0.00,0.00,0.00,0.00
2017-10-17,100.00,0.00,0.00,0.00,0.00,0.00
2017-10-24,100.00,0.00,0.00,0.00,0.00,0.00
2017-10-31,100.00,0.00,0.00,0.00,0.00,0.00
2017-11-07,100.00,0.00,0.00,0.00,0.00,0.00
2017-11-14,0.00,100.00,0.00,0.00,0.00,0.00
2017-11-21,0.00,100.00,0.00,0.00,0.00,0.00
2017-11-28,0.00,100.00,100.00,0.00,0.00,0.00
2017-12-05,0.00,100.00,100.00,0.00,0.00,0.00
2017-12-12,0.00,100.00,0.00,0.00,0.00,0.00
2017-12-19,100.00,0.00,0.00,0.00,0.00,0.00
2017-12-26,100.00,0.00,0.00,0.00,0.00,0.00
2018-01-02,99.94,0.06,0.00,0.00,0.00,0.00
2018-01-09,99.94,0.06,0.00,0.00,0.00,0.00
2018-01-16,0.00,100.00,0.00,0.00,0.00,0.00
2018-01-23,0.00,100.00,100.00,0.00,0.00,0.00
2018-01-30,0.00,100.00,28.59,0.00,0.00,0.00
2018-02-06,0.00,100.00,62.39,0.00,0.00,0.00
2018-02-13,0.00,100.00,75.29,0.00,0.00,0.00
2018-02-20,0.00,100.00,75.30,0.00,0.00,0.00
2018-02-27,0.00,100.00,94.76,0.00,0.00,0.00
2018-03-06,0.00,100.00,94.76,0.00,0.00,0.00
2018-03-13,0.00,100.00,94.76,0.00,0.00,0.00
2018-03-20,0.00,100.00,94.76,0.00,0.00,0.00
2018-03-27,0.00,100.00,94.76,0.00,0.00,0.00
2018-04-03,0.00,100.00,4.13,0.00,0.00,0.00
2018-04-10,0.00,100.00,4.12,0.00,0.00,0.00
2018-04-17,0.00,100.00,4.12,0.00,0.00,0.00
2018-04-24,0.00,100.00,36.84,0.00,0.00,0.00
2018-05-01,0.00,100.00,36.84,0.00,0.00,0.00
2018-05-08,0.00,100.00,36.84,0.00,0.00,0.00
2018-05-15,0.00,100.00,100.00,0.00,0.00,0.00
2018-05-22,0.00,100.00,100.00,0.00,0.00,0.00
2018-05-29,0.00,100.00,100.00,5.65,0.00,0.00
2018-06-05,0.00,100.00,100.00,100.00,0.00,0.00
2018-06-12,0.00,100.00,100.00,100.00,100.00,0.00
2018-06-19,0.00,100.00,100.00,100.00,0.00,0.00
2018-06-26,99.86,0.14,0.00,0.00,0.00,0.00
2018-07-03,99.98,0.02,0.00,0.00,0.00,0.00
2018-07-10,100.00,0.00,0.00,0.00,0.00,0.00
2018-07-17,100.00,0.00,0.00,0.00,0.00,0.00
2018-07-24,100.00,0.00,0.00,0.00,0.00,0.00
2018-07-31,100.00,0.00,0.00,0.00,0.00,0.00
2018-08-07,100.00,0.00,0.00,0.00,0.00,0.00
2018-08-14,100.00,0.00,0.00,0.00,0.00,0.00
2018-08-21,100.00,0.00,0.00,0.00,0.00,0.00
2018-08-28,100.00,0.00,0.00,0.00,0.00,0.00
2018-09-04,100.00,0.00,0.00,0.00,0.00,0.00
2018-09-11,100.00,0.00,0.00,0.00,0.00,0.00
2018-09-18,100.00,0.00,0.00,0.00,0.00,0.00
2018-09-25,100.00,0.00,0.00,0.00,0.00,0.00
2018-10-02,100.00,0.00,0.00,0.00,0.00,0.00
2018-10-09,100.00,0.00,0.00,0.00,0.00,0.00
2018-10-16,100.00,0.00,0.00,0.00,0.00,0.00
2018-10-23,100.00,0.00,0.00,0.00,0.00,0.00
2018-10-30,100.00,0.00,0.00,0.00,0.00,0.00
2018-11-06,100.00,0.00,0.00,0.00,0.00,0.00
2018-11-13,100.00,0.00,0.00,0.00,0.00,0.00
2018-11-20,100.00,0.00,0.00,0.00,0.00,0.00
2018-11-27,100.00,0.00,0.00,0.00,0.00,0.00
2018-12-04,100.00,0.00,0.00,0.00,0.00,0.00
2018-12-11,100.00,0.00,0.00,0.00,0.00,0.00
2018-12-18,100.00,0.00,0.00,0.00,0.00,0.00
2018-12-25,100.00,0.00,0.00,0.00,0.00,0.00
2019-01-01,65.03,34.97,0.00,0.00,0.00,0.00
2019-01-08,65.03,34.97,0.00,0.00,0.00,0.00
2019-01-15,65.03,34.97,0.00,0.00,0.00,0.00
2019-01-22,65.03,34.97,0.00,0.00,0.00,0.00
2019-01-29,100.00,0.00,0.00,0.00,0.00,0.00
2019-02-05,100.00,0.00,0.00,0.00,0.00,0.00
2019-02-12,100.00,0.00,0.00,0.00,0.00,0.00
2019-02-19,100.00,0.00,0.00,0.00,0.00,0.00
2019-02-26,100.00,0.00,0.00,0.00,0.00,0.00
2019-03-05,100.00,0.00,0.00,0.00,0.00,0.00
2019-03-12,100.00,0.00,0.00,0.00,0.00,0.00
2019-03-19,100.00,0.00,0.00,0.00,0.00,0.00
2019-03-26,77.39,22.61,0.00,0.00,0.00,0.00
2019-04-02,100.00,0.00,0.00,0.00,0.00,0.00
2019-04-09,100.00,0.00,0.00,0.00,0.00,0.00
2019-04-16,100.00,0.00,0.00,0.00,0.00,0.00
2019-04-23,100.00,0.00,0.00,0.00,0.00,0.00
2019-04-30,100.00,0.00,0.00,0.00,0.00,0.00
2019-05-07,100.00,0.00,0.00,0.00,0.00,0.00
2019-05-14,100.00,0.00,0.00,0.00,0.00,0.00
2019-05-21,100.00,0.00,0.00,0.00,0.00,0.00
2019-05-28,89.82,10.18,0.00,0.00,0.00,0.00
2019-06-04,25.08,74.92,0.00,0.00,0.00,0.00
2019-06-11,100.00,0.00,0.00,0.00,0.00,0.00
2019-06-18,100.00,0.00,0.00,0.00,0.00,0.00
2019-06-25,100.00,0.00,0.00,0.00,0.00,0.00
2019-07-02,100.00,0.00,0.00,0.00,0.00,0.00
2019-07-09,99.67,0.33,0.00,0.00,0.00,0.00
2019-07-16,98.99,1.01,0.00,0.00,0.00,0.00
2019-07-23,93.16,6.84,0.00,0.00,0.00,0.00
2019-07-30,69.55,30.45,0.00,0.00,0.00,0.00
2019-08-06,0.00,100.00,33.15,0.00,0.00,0.00
2019-08-13,0.00,100.00,100.00,0.00,0.00,0.00
2019-08-20,0.00,100.00,100.00,3.31,0.00,0.00
2019-08-27,0.00,100.00,100.00,41.58,0.00,0.00
2019-09-03,0.00,100.00,100.00,40.81,0.00,0.00
2019-09-10,0.00,100.00,100.00,0.00,0.00,0.00
2019-09-17,0.00,100.00,100.00,0.00,0.00,0.00
2019-09-24,0.00,100.00,100.00,0.00,0.00,0.00
2019-10-01,0.00,100.00,100.00,0.00,0.00,0.00
2019-10-08,0.00,100.00,100.00,0.00,0.00,0.00
2019-10-15,0.00,100.00,100.00,0.00,0.00,0.00
2019-10-22,0.00,100.00,100.00,0.00,0.00,0.00
2019-10-29,0.00,100.00,100.00,16.93,0.00,0.00
2019-11-05,0.00,100.00,100.00,16.93,0.00,0.00
2019-11-12,0.00,100.00,97.86,0.00,0.00,0.00
2019-11-19,0.00,100.00,0.00,0.00,0.00,0.00
2019-11-26,0.00,100.00,0.00,0.00,0.00,0.00
2019-12-03,0.00,100.00,0.00,0.00,0.00,0.00
2019-12-10,0.00,100.00,0.00,0.00,0.00,0.00
2019-12-17,0.00,100.00,0.00,0.00,0.00,0.00
2019-12-24,98.32,1.68,0.00,0.00,0.00,0.00
2019-12-31,98.32,1.68,0.00,0.00,0.00,0.00
2020-01-07,98.32,1.68,0.00,0.00,0.00,0.00
2020-01-14,98.32,1.68,0.00,0.00,0.00,0.00
2020-01-21,51.24,48.76,0.00,0.00,0.00,0.00
2020-01-28,100.00,0.00,0.00,0.00,0.00,0.00
2020-02-04,100.00,0.00,0.00,0.00,0.00,0.00
2020-02-11,100.00,0.00,0.00,0.00,0.00,0.00
2020-02-18,92.93,7.07,0.00,0.00,0.00,0.00
2020-02-25,92.93,7.07,0.00,0.00,0.00,0.00
2020-03-03,0.00,100.00,7.07,0.00,0.00,0.00
2020-03-10,0.00,100.00,100.00,0.00,0.00,0.00
2020-03-17,0.00,100.00,100.00,20.19,0.00,0.00
2020-03-24,0.00,100.00,100.00,54.79,0.00,0.00
2020-03-31,0.00,100.00,100.00,100.00,0.00,0.00
2020-04-07,0.00,100.00,100.00,100.00,0.00,0.00
2020-04-14,0.00,100.00,100.00,100.00,0.00,0.00
2020-04-21,0.00,100.00,100.00,100.00,0.00,0.00
2020-04-28,0.00,100.00,100.00,100.00,0.00,0.00
2020-05-05,0.00,100.00,100.00,100.00,0.00,0.00
2020-05-12,0.00,100.00,100.00,100.00,0.00,0.00
2020-05-19,0.00,100.00,100.00,0.00,0.00,0.00
2020-05-26,0.00,100.00,0.00,0.00,0.00,0.00
2020-06-02,100.00,0.00,0.00,0.00,0.00,0.00
2020-06-09,100.00,0.00,0.00,0.00,0.00,0.00
2020-06-16,100.00,0.00,0.00,0.00,0.00,0.00
2020-06-23,100.00,0.00,0.00,0.00,0.00,0.00
2020-06-30,100.00,0.00,0.00,0.00,0.00,0.00
2020-07-07,100.00,0.00,0.00,0.00,0.00,0.00
2020-07-14,100.00,0.00,0.00,0.00,0.00,0.00
2020-07-21,0.00,100.00,0.00,0.00,0.00,0.00
2020-07-28,100.00,0.00,0.00,0.00,0.00,0.00
2020-08-04,100.00,0.00,0.00,0.00,0.00,0.00
2020-08-11,100.00,0.00,0.00,0.00,0.00,0.00
2020-08-18,100.00,0.00,0.00,0.00,0.00,0.00
2020-08-25,100.00,0.00,0.00,0.00,0.00,0.00
2020-09-01,4.98,95.02,0.00,0.00,0.00,0.00
2020-09-08,0.00,100.00,0.00,0.00,0.00,0.00
2020-09-15,0.00,100.00,0.00,0.00,0.00,0.00
2020-09-22,100.00,0.00,0.00,0.00,0.00,0.00
2020-09-29,100.00,0.00,0.00,0.00,0.00,0.00
2020-10-06,100.00,0.00,0.00,0.00,0.00,0.00
2020-10-13,28.34,71.66,0.00,0.00,0.00,0.00
2020-10-20,0.00,100.00,0.00,0.00,0.00,0.00
2020-10-27,0.00,100.00,0.00,0.00,0.00,0.00
2020-11-03,0.00,100.00,100.00,0.00,0.00,0.00
2020-11-10,0.00,100.00,100.00,97.98,0.00,0.00
2020-11-17,0.00,100.00,100.00,100.00,0.00,0.00
2020-11-24,0.00,100.00,100.00,100.00,0.00,0.00
2020-12-01,0.00,100.00,100.00,55.88,0.00,0.00
2020-12-08,0.00,100.00,100.00,55.88,0.00,0.00
2020-12-15,0.00,100.00,100.00,55.88,0.00,0.00
2020-12-22,0.00,100.00,100.00,0.47,0.00,0.00
2020-12-29,0.00,100.00,100.00,0.47,0.00,0.00
2021-01-05,0.00,100.00,0.38,0.00,0.00,0.00
2021-01-12,84.64,15.36,0.00,0.00,0.00,0.00
2021-01-19,79.00,21.00,0.00,0.00,0.00,0.00
2021-01-26,79.00,21.00,0.00,0.00,0.00,0.00
2021-02-02,0.00,100.00,0.00,0.00,0.00,0.00
2021-02-09,0.00,100.00,0.00,0.00,0.00,0.00
2021-02-16,0.00,100.00,0.00,0.00,0.00,0.00
2021-02-23,0.00,100.00,2.13,0.00,0.00,0.00
2021-03-02,0.00,100.00,100.00,0.00,0.00,0.00
2021-03-09,0.00,100.00,100.00,0.00,0.00,0.00
2021-03-16,0.00,100.00,100.00,0.00,0.00,0.00
2021-03-23,0.00,100.00,100.00,0.00,0.00,0.00
2021-03-30,0.00,100.00,100.00,0.00,0.00,0.00
2021-04-06,0.00,100.00,100.00,0.00,0.00,0.00
2021-04-13,0.00,100.00,100.00,0.00,0.00,0.00
2021-04-20,0.00,100.00,100.00,0.00,0.00,0.00
2021-04-27,0.00,100.00,100.00,0.00,0.00,0.00
2021-05-04,99.07,0.93,0.00,0.00,0.00,0.00
2021-05-11,100.00,0.00,0.00,0.00,0.00,0.00
2021-05-18,100.00,0.00,0.00,0.00,0.00,0.00
2021-05-25,100.00,0.00,0.00,0.00,0.00,0.00
2021-06-01,100.00,0.00,0.00,0.00,0.00,0.00
2021-06-08,100.00,0.00,0.00,0.00,0.00,0.00
2021-06-15,100.00,0.00,0.00,0.00,0.00,0.00
2021-06-22,100.00,0.00,0.00,0.00,0.00,0.00
2021-06-29,100.00,0.00,0.00,0.00,0.00,0.00
2021-07-06,100.00,0.00,0.00,0.00,0.00,0.00
2021-07-13,100.00,0.00,0.00,0.00,0.00,0.00
2021-07-20,100.00,0.00,0.00,0.00,0.00,0.00
2021-07-27,100.00,0.00,0.00,0.00,0.00,0.00
2021-08-03,100.00,0.00,0.00,0.00,0.00,0.00
2021-08-10,100.00,0.00,0.00,0.00,0.00,0.00
2021-08-17,100.00,0.00,0.00,0.00,0.00,0.00
2021-08-24,100.00,0.00,0.00,0.00,0.00,0.00
2021-08-31,100.00,0.00,0.00,0.00,0.00,0.00
2021-09-07,100.00,0.00,0.00,0.00,0.00,0.00
2021-09-14,100.00,0.00,0.00,0.00,0.00,0.00
2021-09-21,100.00,0.00,0.00,0.00,0.00,0.00
2021-09-28,100.00,0.00,0.00,0.00,0.00,0.00
2021-10-05,100.00,0.00,0.00,0.00,0.00,0.00
2021-10-12,100.00,0.00,0.00,0.00,0.00,0.00
2021-10-19,100.00,0.00,0.00,0.00,0.00,0.00
2021-10-26,100.00,0.00,0.00,0.00,0.00,0.00
2021-11-02,100.00,0.00,0.00,0.00,0.00,0.00
2021-11-09,100.00,0.00,0.00,0.00,0.00,0.00
2021-11-16,100.00,0.00,0.00,0.00,0.00,0.00
2021-11-23,100.00,0.00,0.00,0.00,0.00,0.00
2021-11-30,100.00,0.00,0.00,0.00,0.00,0.00
2021-12-07,100.00,0.00,0.00,0.00,0.00,0.00
2021-12-14,100.00,0.00,0.00,0.00,0.00,0.00
2021-12-21,100.00,0.00,0.00,0.00,0.00,0.00
2021-12-28,25.69,74.31,0.00,0.00,0.00,0.00
2022-01-04,0.00,100.00,0.00,0.00,0.00,0.00
2022-01-11,0.00,100.00,0.00,0.00,0.00,0.00
2022-01-18,0.00,100.00,0.00,0.00,0.00,0.00
2022-01-25,0.00,100.00,0.00,0.00,0.00,0.00
2022-02-01,0.01,99.99,0.00,0.00,0.00,0.00
2022-02-08,100.00,0.00,0.00,0.00,0.00,0.00
2022-02-15,100.00,0.00,0.00,0.00,0.00,0.00
2022-02-22,0.00,100.00,0.00,0.00,0.00,0.00
2022-03-01,0.00,100.00,0.00,0.00,0.00,0.00
2022-03-08,0.00,100.00,91.09,0.00,0.00,0.00
2022-03-15,0.00,100.00,91.09,0.00,0.00,0.00
2022-03-22,0.00,100.00,91.09,0.00,0.00,0.00
2022-03-29,0.00,100.00,92.32,0.00,0.00,0.00
2022-04-05,0.00,100.00,92.32,56.83,0.00,0.00
2022-04-12,0.00,100.00,100.00,100.00,0.00,0.00
2022-04-19,0.00,100.00,100.00,100.00,0.00,0.00
2022-04-26,0.00,100.00,100.00,100.00,0.00,0.00
2022-05-03,0.00,100.00,100.00,100.00,50.63,0.00
2022-05-10,0.00,100.00,100.00,100.00,99.89,0.00
2022-05-17,0.00,100.00,100.00,100.00,100.00,0.00
2022-05-24,0.00,100.00,100.00,100.00,0.00,0.00
2022-05-31,0.00,100.00,100.00,100.00,0.00,0.00
2022-06-07,0.00,100.00,100.00,100.00,55.63,0.00
2022-06-14,0.00,100.00,100.00,100.00,82.53,0.00
2022-06-21,0.00,100.00,100.00,100.00,82.53,0.00
2022-06-28,0.00,100.00,100.00,100.00,82.55,0.00
2022-07-05,0.00,100.00,100.00,100.00,82.98,0.00
2022-07-12,0.00,100.00,100.00,100.00,82.81,0.00
2022-07-19,0.00,100.00,100.00,100.00,82.81,0.00
2022-07-26,0.00,100.00,100.00,100.00,100.00,0.00
2022-08-02,0.00,100.00,100.00,100.00,100.00,0.00
2022-08-09,0.00,100.00,100.00,100.00,100.00,0.00
2022-08-16,0.00,100.00,100.00,100.00,0.00,0.00
2022-08-23,0.00,100.00,100.00,100.00,0.00,0.00
2022-08-30,0.00,100.00,65.04,0.00,0.00,0.00
2022-09-06,100.00,0.00,0.00,0.00,0.00,0.00
2022-09-13,100.00,0.00,0.00,0.00,0.00,0.00
2022-09-20,100.00,0.00,0.00,0.00,0.00,0.00
2022-09-27,100.00,0.00,0.00,0.00,0.00,0.00
2022-10-04,100.00,0.00,0.00,0.00,0.00,0.00
2022-10-11,0.00,100.00,0.00,0.00,0.00,0.00
2022-10-18,0.00,100.00,0.00,0.00,0.00,0.00
2022-10-25,0.00,100.00,0.00,0.00,0.00,0.00
2022-11-01,99.89,0.11,0.00,0.00,0.00,0.00
2022-11-08,100.00,0.00,0.00,0.00,0.00,0.00
2022-11-15,100.00,0.00,0.00,0.00,0.00,0.00
2022-11-22,100.00,0.00,0.00,0.00,0.00,0.00
2022-11-29,100.00,0.00,0.00,0.00,0.00,0.00
2022-12-06,100.00,0.00,0.00,0.00,0.00,0.00
2022-12-13,100.00,0.00,0.00,0.00,0.00,0.00
2022-12-20,100.00,0.00,0.00,0.00,0.00,0.00
2022-12-27,100.00,0.00,0.00,0.00,0.00,0.00
2023-01-03,100.00,0.00,0.00,0.00,0.00,0.00
2023-01-10,100.00,0.00,0.00,0.00,0.00,0.00
2023-01-17,100.00,0.00,0.00,0.00,0.00,0.00
2023-01-24,100.00,0.00,0.00,0.00,0.00,0.00
2023-01-31,0.00,100.00,0.00,0.00,0.00,0.00
2023-02-07,0.00,100.00,0.00,0.00,0.00,0.00
2023-02-14,0.00,100.00,0.00,0.00,0.00,0.00
2023-02-21,0.00,100.00,60.42,0.00,0.00,0.00
2023-02-28,0.00,100.00,100.00,0.00,0.00,0.00
2023-03-07,0.00,100.00,100.00,0.00,0.00,0.00
2023-03-14,0.00,100.00,100.00,100.00,0.00,0.00
2023-03-21,0.00,100.00,100.00,100.00,0.00,0.00
2023-03-28,0.00,100.00,100.00,100.00,0.00,0.00
2023-04-04,0.00,100.00,100.00,100.00,0.00,0.00
2023-04-11,0.00,100.00,100.00,0.00,0.00,0.00
2023-04-18,0.00,100.00,100.00,0.00,0.00,0.00
2023-04-25,0.00,100.00,100.00,0.00,0.00,0.00
2023-05-02,0.00,100.00,0.00,0.00,0.00,0.00
2023-05-09,1.69,98.31,0.00,0.00,0.00,0.00
2023-05-16,100.00,0.00,0.00,0.00,0.00,0.00
2023-05-23,100.00,0.00,0.00,0.00,0.00,0.00
2023-05-30,100.00,0.00,0.00,0.00,0.00,0.00
2023-06-06,100.00,0.00,0.00,0.00,0.00,0.00
2023-06-13,100.00,0.00,0.00,0.00,0.00,0.00
2023-06-20,100.00,0.00,0.00,0.00,0.00,0.00
2023-06-27,0.00,100.00,0.00,0.00,0.00,0.00
2023-07-04,0.00,100.00,0.00,0.00,0.00,0.00
2023-07-11,0.00,100.00,0.00,0.00,0.00,0.00
2023-07-18,0.00,100.00,100.00,0.00,0.00,0.00
2023-07-25,0.00,100.00,100.00,0.00,0.00,0.00
2023-08-01,0.00,100.00,100.00,0.00,0.00,0.00
2023-08-08,0.00,100.00,100.00,52.54,0.00,0.00
2023-08-15,0.00,100.00,100.00,52.43,24.27,0.00
2023-08-22,0.00,100.00,100.00,100.00,46.74,0.00
2023-08-29,0.00,100.00,100.00,99.69,46.74,0.00
2023-09-05,0.00,100.00,100.00,81.47,46.74,0.00
2023-09-12,0.00,100.00,100.00,81.47,46.74,0.00
2023-09-19,0.00,100.00,100.00,81.47,46.74,0.00
2023-09-26,0.00,100.00,100.00,81.47,46.74,0.00
2023-10-03,0.00,100.00,100.00,78.37,13.15,0.00
2023-10-10,0.00,100.00,100.00,78.34,11.58,0.00
2023-10-17,0.00,100.00,100.00,78.34,8.71,0.00
2023-10-24,0.00,100.00,100.00,78.34,8.71,0.00
2023-10-31,0.00,100.00,100.00,79.86,8.71,0.00
2023-11-07,0.00,100.00,100.00,78.51,8.71,0.00
2023-11-14,0.00,100.00,81.06,35.15,0.00,0.00
2023-11-21,0.00,100.00,52.28,0.00,0.00,0.00
2023-11-28,0.00,100.00,52.09,0.00,0.00,0.00
2023-12-05,0.00,100.00,51.93,0.00,0.00,0.00
2023-12-12,0.00,100.00,51.93,0.00,0.00,0.00
2023-12-19,0.00,100.00,51.65,0.00,0.00,0.00
2023-12-26,0.00,100.00,51.65,0.00,0.00,0.00
2024-01-02,0.00,100.00,51.65,0.00,0.00,0.00
2024-01-09,48.35,51.65,0.00,0.00,0.00,0.00
2024-01-16,48.35,51.65,0.00,0.00,0.00,0.00
2024-01-23,100.00,0.00,0.00,0.00,0.00,0.00
2024-01-30,100.00,0.00,0.00,0.00,0.00,0.00
2024-02-06,100.00,0.00,0.00,0.00,0.00,0.00
2024-02-13,100.00,0.00,0.00,0.00,0.00,0.00
2024-02-20,100.00,0.00,0.00,0.00,0.00,0.00
2024-02-27,100.00,0.00,0.00,0.00,0.00,0.00
2024-03-05,100.00,0.00,0.00,0.00,0.00,0.00
2024-03-12,100.00,0.00,0.00,0.00,0.00,0.00
2024-03-19,100.00,0.00,0.00,0.00,0.00,0.00
2024-03-26,100.00,0.00,0.00,0.00,0.00,0.00
2024-04-02,100.00,0.00,0.00,0.00,0.00,0.00
2024-04-09,100.00,0.00,0.00,0.00,0.00,0.00
2024-04-16,100.00,0.00,0.00,0.00,0.00,0.00
2024-04-23,100.00,0.00,0.00,0.00,0.00,0.00
2024-04-30,100.00,0.00,0.00,0.00,0.00,0.00
2024-05-07,100.00,0.00,0.00,0.00,0.00,0.00
2024-05-14,5.56,94.44,0.00,0.00,0.00,0.00
2024-05-21,5.56,94.44,0.00,0.00,0.00,0.00
2024-05-28,5.56,94.44,37.46,0.00,0.00,0.00
2024-06-04,5.53,94.47,38.73,0.00,0.00,0.00
2024-06-11,0.00,100.00,100.00,1.14,0.00,0.00
2024-06-18,0.00,100.00,100.00,1.14,0.00,0.00
2024-06-25,100.00,0.00,0.00,0.00,0.00,0.00
2024-07-02,100.00,0.00,0.00,0.00,0.00,0.00
2024-07-09,100.00,0.00,0.00,0.00,0.00,0.00
2024-07-16,100.00,0.00,0.00,0.00,0.00,0.00
2024-07-23,100.00,0.00,0.00,0.00,0.00,0.00
2024-07-30,100.00,0.00,0.00,0.00,0.00,0.00
2024-08-06,100.00,0.00,0.00,0.00,0.00,0.00
2024-08-13,100.00,0.00,0.00,0.00,0.00,0.00
2024-08-20,100.00,0.00,0.00,0.00,0.00,0.00
2024-08-27,41.23,58.77,0.00,0.00,0.00,0.00
2024-09-03,100.00,0.00,0.00,0.00,0.00,0.00
2024-09-10,100.00,0.00,0.00,0.00,0.00,0.00
2024-09-17,100.00,0.00,0.00,0.00,0.00,0.00
2024-09-24,100.00,0.00,0.00,0.00,0.00,0.00
2024-10-01,0.00,100.00,0.00,0.00,0.00,0.00
2024-10-08,0.00,100.00,0.00,0.00,0.00,0.00
2024-10-15,0.00,100.00,0.00,0.00,0.00,0.00
2024-10-22,0.00,100.00,100.00,0.00,0.00,0.00
2024-10-29,0.00,100.00,100.00,0.00,0.00,0.00
2024-11-05,0.00,100.00,100.00,0.00,0.00,0.00
2024-11-12,0.00,100.00,100.00,0.00,0.00,0.00
2024-11-19,0.00,100.00,100.00,0.00,0.00,0.00
2024-11-26,0.00,100.00,100.00,0.00,0.00,0.00
2024-12-03,0.00,100.00,100.00,0.00,0.00,0.00
2024-12-10,0.00,100.00,100.00,0.00,0.00,0.00
2024-12-17,0.00,100.00,100.00,0.00,0.00,0.00
2024-12-24,0.00,100.00,100.00,0.00,0.00,0.00
2024-12-31,0.00,100.00,100.00,0.00,0.00,0.00
2025-01-07,0.00,100.00,100.00,0.00,0.00,0.00
2025-01-14,0.00,100.00,36.98,0.00,0.00,0.00
2025-01-21,0.00,100.00,36.98,0.00,0.00,0.00
2025-01-28,0.00,100.00,45.66,0.00,0.00,0.00
2025-02-04,0.00,100.00,45.66,0.00,0.00,0.00
2025-02-11,0.00,100.00,45.66,0.00,0.00,0.00
2025-02-18,0.00,100.00,45.66,0.00,0.00,0.00
2025-02-25,0.00,100.00,100.00,33.93,0.00,0.00
2025-03-04,0.00,100.00,100.00,33.93,0.00,0.00
2025-03-11,0.00,100.00,100.00,33.93,0.00,0.00
2025-03-18,0.00,100.00,100.00,100.00,0.00,0.00
2025-03-25,0.00,100.00,100.00,100.00,13.94,0.00
2025-04-01,0.00,100.00,100.00,100.00,0.00,0.00
2025-04-08,0.00,100.00,100.00,100.00,0.00,0.00
2025-04-15,0.00,100.00,100.00,100.00,0.00,0.00
2025-04-22,0.00,100.00,100.00,36.21,0.00,0.00
2025-04-29,0.00,100.00,100.00,0.00,0.00,0.00
2025-05-06,0.00,100.00,100.00,0.00,0.00,0.00
2025-05-13,0.00,100.00,99.51,0.00,0.00,0.00
2025-05-20,0.00,100.00,99.51,0.00,0.00,0.00
2025-05-27,0.00,100.00,99.51,0.00,0.00,0.00
2025-06-03,0.80,99.20,1.42,0.00,0.00,0.00
2025-06-10,0.82,99.18,1.42,0.00,0.00,0.00
2025-06-17,96.46,3.54,0.00,0.00,0.00,0.00
